Compound	HMDB	Kegg
CPD-17736	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14661</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D07626</a>
CPD-15604	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06774</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05140</a>
CPD-245		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01163</a>
CPD-9164		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07479</a>
CPD-1484	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01247</a>	
CPD-11435		
GALACTITOL-1-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06311</a>
CPD-4801		
CPD-19052	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34232</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14449</a>
CPD-25628		
CPD-566		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02253</a>
CPD-16775		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18428</a>
CPD-20610		
CPD-23528		
CPD-23009	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0000872</a>	
O-SINAPOYLGLUCAROLACTONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03526</a>
CPD-5441	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60244</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13482</a>
N-DESULFOHEPARIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02440</a>
CPD-15471		
STERONE-RING		
CPD-12302		
CPD-25872		
CPD-16761		
CPD-10416		
CPD-15758		
CPD-11398	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10326</a>	
SECOLOGANATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01957</a>
CPD-11668		
CPD0-1326		
CPD-3487	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01309</a>	
CPD-12682		
CPD-17609		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D04107</a>
CPD-12955		
4-OH-4-ACETYL-2-OXOGLUTARATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04115</a>
CPD-17800		
CPD-7632		
CPD-8338	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12391</a>	
CPD-14289		
CPD-22611		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01240</a>
CPD-14736	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00684</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01718</a>
CPD0-2065	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14722</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06977</a>
CPD-21927		
CPD-11909		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18092</a>
CPD-51		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03910</a>
CPD-24921		
CPD-18437		
CPD-20739		
DITHIOERYTHRITOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00950</a>
CPD-25527		
CPD-7911		
CPD-18166		
CPD-9273		
3-ALPHA-HYDROXYGLYCYRRHETINATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03930</a>
2-OXOHEXANOATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01864</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00902</a>
CPD-14259		
CPD0-925		
CPD-17783		
CPD-24418		
CPD-13946		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11989</a>
CPD-25715		
CPD-16893		
CPD-17615		
CPD-23652		
CPD-15739		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12427</a>
CPD-23727		
CPD-18343		
CPD-10608	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60459</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12838</a>
CPD-9023		
CPD-19268		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18296</a>
CPD-26150		
CPD-23953		
CPD-11209		
CPD-25530		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15708</a>
CPD-22489		
CPD-24951		
CPD-24579		
CPD-4187	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00032</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01164</a>
CPD-14094	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00992</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19569</a>
CPD-25961		
CPD-17007		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21572</a>
CPD-12806		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18693</a>
X-DMAN-OCT-2:6_1:A_2:KETO_3:D		
ENT-KAUR-16-EN-19-OL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36727</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11872</a>
CPD-12570	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29620</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10192</a>
CPD-24383		
DIIODO-L-TYROSINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03474</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01060</a>
CPD-11770		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21008</a>
CPD-21572		
CPD-20674		
CPD-19951		
CPD-14634		
CPD-21294		
CPD-14869		
CPD-20135		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21690</a>
CPD-21657		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22052</a>
CPD-16984		
CPD66-28	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62521</a>	
CPD-18387		
CPD0-1929		
CPD-23742		
CPD-20199		
CPD-22150		
CPDMETA-13652		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19931</a>
CPD-19920		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22087</a>
CPD-21588		
CPD-9132		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11006</a>
CPD-7535		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19764</a>
CPD-19925		
CPD-12608		
CPD-22984		
CPD-19135		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21285</a>
CPD-18577		
CPD-7274		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15569</a>
CPD-7075	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03265</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09755</a>
CPD-19508		
CPD-21842		
CPD-26619		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08745</a>
CPD-8324		
CPD-22638		
ALLOLACTOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38489</a>	
CPD-17725		
HYDROGEN-PEROXIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03125</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00027</a>
FECOSTEROL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04525</a>
CPD-20936		
CPD-12139		
CPD-14827		
CPD-12588		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20453</a>
CPD-21323		
CPD-8761		
CPD-13300		
CPD-7167		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01294</a>
N-CARBAMOYLGLYCINE		
CPD-21479		
CPD-146		
CPD-15856		
CPD-24028		
CPD-7108	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33981</a>	
CPD-616		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03338</a>
CPD-24323		
CPD-272	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00920</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03747</a>
CPD-15385		
CPD-18948	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31766</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10928</a>
STERCULATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08366</a>
CPD-22075		
CPD-57		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03195</a>
CPD-15329	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14682</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06843</a>
ALPHA-RIBAZOLE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11112</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05775</a>
2-hydroxy-4-1H-quinolone		
CPD-6227		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11853</a>
N-ACETYLISATIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02172</a>
CPD0-1367		
CPD-16443		
CPD-13225		
CPD-24057		
CPD-18850		
CPD-25579		
CPD-6881		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06356</a>
CPD-19596		
CPD-22717		
CPD-8327		
CPD-22934		
CPD-20604		
CPD-19769		
CPD-13644		
CPD-22128		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01129</a>
CPD-14555		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05574</a>
CPD-6961	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30603</a>	
CPD-13750	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00365</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07635</a>
CPD0-1512		
12-D-GLUCOSYL-5-D-GALACTOSYLOXY-L-LYS		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04759</a>
CPD-17699	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33469</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21169</a>
QUINOLIN-34-DIOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06330</a>
CPD-21176		
CPD-465	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01278</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03428</a>
CPD-17860		
CPD-22115		
3-HYDROXY-5917-TRIOXO-45910-DISECOA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04844</a>
CPD-20006		
CPD-8996	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36101</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11388</a>
CPD-10475		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16001</a>
CPD-22315		
CPD-8233	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36467</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09684</a>
CPD-23709		
CPD-20073		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21797</a>
CPD-20555		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18205</a>
CPD-23941		
CPD0-2096		
CPD-19919		
CPD-20451		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21766</a>
CPD-4942	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35604</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09893</a>
CPD-26143		
CPD-21569		
CPD-21362		
HYDROXYACETONE-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03505</a>
CPD-10223		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12211</a>
AGARITINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01550</a>
CPD-15365		
CPD-17076		
CPD-17689		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18212</a>
INDOXYL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04094</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05658</a>
CPD-9535		
D-ERYTHRITOL-4P		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03494</a>
CPD-11964		
CPD-14054		
3-HYDROXY-PROPIONYL-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06807</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05668</a>
THF	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01846</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00101</a>
CPD-9080	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31476</a>	
CPD-25853	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0000444</a>	
CPD-16986		
CPD-25239		
CPD-8934		
CPD-230		
CPD-7646		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21070</a>
CPD-4571		
ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12187</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04216</a>
CPD-22399		
CPD0-1283		
CPD-22244		
CPD-8963	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB41856</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14322</a>
CPD-13529		
CPD-13471		
CPD-12932		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15867</a>
CPD-23951		
CPD-25033		
CPD-23313		
CPD-19439		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12162</a>
CPD-22970		
CPD-19730		
CPD-21688		
CPD-19827		
CPD-14112		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20447</a>
CPD-11533	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06836</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06083</a>
CPD-13699		
CPD-24776		
CPD-25800		
CPD-12621		
CPD-17385	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62241</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16168</a>
BENZALDEHYDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06115</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00261</a>
CPDQT-436		
CPD-25515		
CPD-14894		
CPD-16641		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20974</a>
CPD-24428		
CPD-8369		
CPD-23991		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05490</a>
CPD2DNV-8		
CPD-24552		
CPD-21802		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18043</a>
CPD-21395		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10671</a>
CPD-26582		
CPD-9635	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30463</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07608</a>
N2-ACETYL-ALPHA-AMIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62715</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12986</a>
CPD-10705	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02393</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12269</a>
CPD-13932		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20227</a>
CPD-18021		
CPD-21977		
CPD-10537		
CPD-9001	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59632</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15989</a>
CPD-25021		
CPD-15600		
CPD-12012		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19683</a>
CPD-12971		
CPD0-2268		
CPD-21137		
CPD-12667	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30965</a>	
CPD-10549	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15364</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15643</a>
CPD-9730		
4H9FLUORENONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07723</a>
THIAZOL-YL-INDOLE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38631</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21721</a>
CPD-17222		
R-6-HYDROXYNICOTINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03043</a>
CPD-25695		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08617</a>
CPD66-58		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18173</a>
CPD-7886	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34283</a>	
CPD-11412		
CPD-13556	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29937</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00713</a>
CPD-7677	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0032425</a> // <a href='http://www.hmdb.ca/metabolites/~A'>HMDB32425</a>	
L-GULONO-1-4-LACTONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03466</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01040</a>
VITAMIN_D2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00900</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05441</a>
CPD-18344		
CPD-18614		
CPD-8157	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB07972</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13875</a>
CPD-7090	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03074</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05908</a>
CPD-16593		
CPD-15192		
CPD-13314	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31552</a>	
CPD-8820		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16203</a>
CPD-24663		
CPD-11540		
CPD-4522		
CPD-18011		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10517</a>
CPD-18216		
CPD-125		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01056</a>
CPD-11971		
CPD-10595		
CPD-20202		
CPD-9446		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16538</a>
CPD-22512		
CPD-21822		
N-ISOPROPYLAMMELIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06553</a>
CPD-24731		
CPD-488	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01265</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02985</a>
CPD-11915		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11920</a>
CPD-26210		
S-2-INDOL-3-YLACETYL-COA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15489</a>
CPD-7979		
GAMMA-LINOLENOYL-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06368</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03035</a>
CPD-14243		
CPD-5542		
CPD-8657		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17752</a>
CPD-8231		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08315</a>
CPD-20841		
CPD-17761		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02061</a>
CPD0-1080		
CPD0-1202		
--6-HYDROXY-3-OXO-ALPHA-IONONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36819</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04223</a>
CPD-25631		
CPD-485		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03709</a>
CPD-23543		
CPD-20546		
CPD-8331		
5-HYDROXY-FERULOYL-COA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12203</a>
CPD-4741		
CPD-21797		
CPD-23866		
CPD-11409		
CPD-16836	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03290</a>	
CPD-25944		
DTDP-GROUP		
CPD-18903		
CPD-10727		
TRP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00929</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00078</a>
CPD-12969		
CPD-8793		
PREGNANEDIOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04025</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05484</a>
THIAMINE-PYROPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01372</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00068</a>
CPD-24476		
CPD-23975		
CPD-7127	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34867</a>	
CPD-26024		
CHLORDECONE-ALCOHOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01219</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02817</a>
CPD-9935		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17591</a>
CPD-18275		
CPD-22415		
CPD-6644		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10542</a>
CPD-16623		
CPD-13010		
CPD66-46		
CPD-15027		
CPD-15786		
CPD0-1502		
CPD-25134		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01582</a>
CDP-N-METHYLETHANOLAMIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03486</a>
CPD-17185		
CPD-10228		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12106</a>
CPD-17059		
CPD-20046		
CPD-8907		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10646</a>
CPD-26073		
CPD-24436		
CPD-26351		
CPD-14252		
CPD-17329		
CPD-19979		
CPD-18224		
CPD-15686		
CPD-121	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62635</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01983</a>
CPD-22288		
CPD-19722		
CPD-9024	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14581</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D00224</a>
CPD-11924		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15181</a>
CPD-13094	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10221</a>	
CPD-23963		
CPD-9937	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32562</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11016</a>
6-HYDROXYHEXAN-6-OLIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03241</a>
FERRIC-CITRATE-COMPLEX		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06229</a>
CPD0-2676		
CPD-21438		
CPD-18203		
CPD-20106		
VERATRALDEHYDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32138</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02201</a>
CPD-7903		
CPD-15207		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20521</a>
CPD-17789		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18837</a>
CPD-7814		
CPD-13877		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17966</a>
CPD-9247		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08367</a>
CPD-21371		
CPD-13297		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03108</a>
CPD-8821		
CPD-4861		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20315</a>
CPD-15675		
CPD-522		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02655</a>
CPD0-2579		
CPD-7116		
CPD-8715		
CPD-23778		
CPD-13783		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19947</a>
CPD-282		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02395</a>
CPD-13320	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11614</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02241</a>
CPD-10838		
CPD-21165		
CPD0-1284		
CPD-21486		
NN-DIMETHYLANILINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01020</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02846</a>
CPD-12259		
CPD-20934		
OXALYL-COA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00313</a>
CPD-26381		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17781</a>
CPD-21756		
CPD-25665		
CPD-22477		
CPD-25395		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20138</a>
A-DGLC-HEX-1:5		
CPD-22381		
CPD0-1643		
BIPHENYL-23-DIOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02526</a>
CPD-20568		
CPD6666-1	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02117</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19670</a>
CPD-7684		
CPD-13798		
CPD-17299		
CPD-193	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62191</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04064</a>
CPD-24678		
CPD-11748		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17951</a>
ERGOSTA-ETCETERA-BETA-DIOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04416</a>
CPD-15016		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20485</a>
CPD1UA-45		
CPD-24466		
CPD-18691	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32572</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01400</a>
CPD-20826		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04378</a>
CPD-342	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00899</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00674</a>
CPD-20402		
CPD-17463	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00423</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10447</a>
CPD-26488		
CPD-22712		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09955</a>
CPD-17048		
CPD-24145		
ETHYL-ACETOACETATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31218</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03500</a>
CPD-23600		
CPD-14384		
CPD-23509		
CPD0-2189		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06056</a>
CPD-7262		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16259</a>
CPD0-2398		
CPD-26113		
CPD-9211	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34202</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10820</a>
CPD-22866		
CPD-19857		
CPD-13694		
CPD-25340		
CPD-8421		
DIETHYLETHER	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62326</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13240</a>
DGTP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01440</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00286</a>
