Compound	HMDB	Kegg
CPD-20025		
CPD-13290		
CPD-9628		
CPD8J2-19		
CPD-9300		
CPD-19745		
CPD-14535		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01905</a>
Ergothioneine	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03045</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05570</a>
CPD-25263		
CPD0-2277		
CPD-17749		
CPD-17044		
CPD-7207		
CPD-18545		
Ergothioneine-Thione		
CPD-14735		
LUMISTEROL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19653</a>
CPD-13037	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29894</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01630</a>
CPD-19388		
CPD-15222		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21078</a>
CPD-21213		
CPD-18711		
CPD0-1202		
CPD-25344		
CPD-24872		
CPD-18600		
CPD-25916		
4-METHYLRESORCINOL		
CPD-26168		
CPD-17714		
CPD-656	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00805</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02237</a>
CPD-11607		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19758</a>
CPD-26165		
CPD-13373		
CPD-10825		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18311</a>
CPD1G-185		
CPD-24117		
CPD-9523		
CPD-17701		
CPD-22833		
CPD-23221		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22279</a>
CPD-14424		
N-ACETYL-9-O-ACETYLNEURAMINATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00794</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04017</a>
CPD-13557		
CPD0-2195		
CPD-1803	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00785</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04016</a>
CPD-10299		
CPD-13230	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33858</a>	
CPD-18437		
CPD-414	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00796</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04015</a>
CPD-3801		
L-RHAMNONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01934</a>
CPD-22688		
QUEUINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01495</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01449</a>
CPD-21526		
CPD-21053		
7-AMINOMETHYL-7-DEAZAGUANINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11690</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16675</a>
CPD-16181		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20887</a>
CPD-24861		
CPD-13440		
CPD-22056		
CPD-10793		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16849</a>
4-DIMETHYLAMINOPHENYLAZOXYBENZENE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04291</a>
6-O-BETA-D-XYLOPYRANOSYL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08245</a>
CPD-63		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01533</a>
CPD-7968		
CPD-10773		
CPD-10157		
CPD-9441		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18053</a>
CPD-24349		
CPD-19746		
CPD-14324		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21135</a>
CPD-7392		
CPD0-2096		
CPD-2982		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08576</a>
2-TRANS6-TRANS-FARNESAL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60356</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03461</a>
CPD-18332		
CPD-17481		
KDO-8P		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04478</a>
CPD-17478		
CPD-7557		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20308</a>
CPD-20958		
CPD-8634		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16409</a>
CPD-24548		
CPD-3001		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08577</a>
CPD-15790		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D03470</a>
34-DIHYDROXYPHENYLACETYL-COA		
CPD-17482		
CPD-606	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59599</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00513</a>
CPD-17479		
GLYCOLALDEHYDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03344</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00266</a>
CPD-10690		
CPD-8635		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16410</a>
CPD-94		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10448</a>
CPD-7389		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08730</a>
CPD-6082	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01106</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02229</a>
CPD-14156		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20351</a>
CPD-22552		
CPD0-2066	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15421</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06879</a>
CPD-17480		
CPD-14267		
CPD-18264		
CPD-13288		
INDOLE-3-ACETYL-BETA-6-D-GLUCOSE		
CPD-23505		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19377</a>
CPD-20862		
CPD-24315		
CPD-25369		
CPD-13248		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20309</a>
3-OXO-5-BETA-CHOLANATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03070</a>
CPD-7842		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16306</a>
CPD-58	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04825</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04227</a>
CPD-7843	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33679</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16305</a>
CPD-1063	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01299</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04582</a>
CPD-7844		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16307</a>
CPD-17932		
CPD-9336		
CPD-7087	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30835</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02906</a>
CPD-12000		
CPD-14100	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62406</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19567</a>
DIHYDROKAEMPFEROL-CMPD	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30847</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00974</a>
CPD0-2273		
CPD0-2020		
CPD-15886		
CPD-12230		
CPD-18153		
CPD0-2579		
HYDROXYLAMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03338</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00192</a>
CPD-24761		
CPD-12311		
CPD-20615		
CPD-12545		
CPD-24161		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07527</a>
3-HYDROXY-N-METHYL-S-COCLAURINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06921</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05202</a>
CPD-25367		
CPD-5602	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32231</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D07777</a>
CPD-12533		
METHYL-BETA-D-GALACTOSIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03619</a>
CPD-10578	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06472</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18230</a>
CPD-12700	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60309</a>	
CPD-22528		
CPD-9192		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03243</a>
CPD-19101		
CPD-14015		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20235</a>
CPD-19099		
CPD0-1920		
CPD-19100	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37954</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09728</a>
CPD-16887		
CPD-18001		
CPD-21217		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11303</a>
HEXACHLOROETHANE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19248</a>
CPD0-1455		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02886</a>
CPD-12424		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19680</a>
CPD-20478		
S-METHYLGLUTATHIONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11347</a>
solanapyrone-B		
CPD0-2542		
S-NITROSOGLUTATHIONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04645</a>	
CPD-23981		
CPD-17496		
3-AMINOPROPYL-METHYL-PHOSPHINATE		
CPD-19579		
CPD-19217		
CPD-5442	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35233</a>	
CPD-18718		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21181</a>
CPD-10420		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06676</a>
CPD-16503		
CPD-9155		
CPD-9082		
CPD-13910		
CPD-13944		
CPD0-181	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12268</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15667</a>
CPD-21776		
CPD-17808		
CPD-21771		
CPD-15918		
GLOBOMYCIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01700</a>
CPD-21749		
CPD-20322		
CPD-8876		
CPD-16997	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31617</a>	
VICIANOSE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01625</a>
CPD-21773		
CPD-23621		
CPD-21750		
CPD-16998		
24-DICHLORO-25-DIHYDRO-5-OXOFURAN-2-AC		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04625</a>
CPD-19092	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33373</a>	
CPD-510	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03976</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05385</a>
CPD-21775		
CPD-19565		
CPD-10227	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60483</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12215</a>
CPD-21751		
CPD-9014		
CPD-21748		
CHALCONE-CMPD	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03066</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01484</a>
CPD-13759		
CPD-25694		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10910</a>
CPD-13756		
CPD-13576		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20247</a>
CPD-10223		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12211</a>
CPD-7101		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02892</a>
CPD-901		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11151</a>
CPD-15755		
CPD0-1690		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08288</a>
CPD-10432		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D07330</a>
CPD-17687		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18489</a>
THZ	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32985</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04294</a>
CPD-20127		
ETHANOL-AMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00149</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00189</a>
CPD-8766	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30524</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14437</a>
CPD-20111		
CPD-24920		
CPD-20128		
TRICHLOROANISOLE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29643</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11510</a>
CPD-13575		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20246</a>
CPD-23512		
THZ-P		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04327</a>
CPD-14770		
CPD-469	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06488</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01250</a>
CPD-15491	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13785</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14275</a>
2-OXOPROPYL-COM		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11497</a>
CPD-22492		
CPD-13647		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17744</a>
CPD-10137		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06592</a>
CPD-24427		
CPD-15952		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14592</a>
CPD-8881		
CPD-14115	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02209</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14131</a>
CPD0-1659		
CPD-24425		
CPD-24772		
CPD-17535		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17699</a>
CPD-5781		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10175</a>
E-nithiazine		
CPD-16428		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20767</a>
CPD-19932		
TESTOLOLACTONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04676</a>
CPD-10413	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30822</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12128</a>
CPD-18996	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31419</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14704</a>
CPD-2343		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14899</a>
CPD-7630	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01871</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09727</a>
CPD-4544	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12288</a>	
CPD-10411	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38361</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12136</a>
2-HYDROXYMETHYL-3-ACETAMIDOMETHYLENE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04690</a>
CPD-17423		
CPD-10094		
CPD-9277		
CPD-8822		
CPD-17440		
CPD0-1616		
CPD-12486		
CPD-13314	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31552</a>	
CPD-9278		
CPD-17311		
CPD-17441		
DIMETHYLSUBERIMIDATE		
CPD-13604		
CPD-19895		
CPD-15005		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20469</a>
CPD-9321		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18133</a>
STREPTIDINE-6-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01121</a>
CPD-15289		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20495</a>
CPD-23335		
CPD-15290		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20496</a>
CPD-11661		
CPD-4483		
2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04522</a>
CPD-7248		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15494</a>
CPD-1004	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35268</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>c06578</a>
CPD-8682		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16324</a>
CPD-11655	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06818</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05803</a>
CPD0-1585		
CPD-13109		
CPD-3766	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01892</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05377</a>
CPD-16947		
CPD-7633		
DIHYDROLIPOAMIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00985</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00579</a>
CPD-1981	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33973</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17639</a>
CPD-16845		
SALICYLALDOXIME		
CPD-7631	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33974</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10209</a>
CPD-19762		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18933</a>
CPD-14973		
ACENAPHTHENEQUINONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02807</a>
CPD-23034		
CPD-14908		
2-AMINO-4-CARBOXYPYRIMIDINE		
CPD-8006		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03430</a>
CPD-21320		
CO3	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31453</a>	
CPD-14971	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38455</a>	
CPD-842	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31330</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07561</a>
CPD-8007		
CPD-15154		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17935</a>
CPD0-1535		
CPD-14972		
CPD-12976		
DOPAQUINONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01229</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00822</a>
CPD-16884		
DICHLOROBIS-CPD		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04596</a>
CPD-20263		
S-ACETYLDIHYDROLIPOAMIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01526</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01136</a>
CPD-21813		
CPD-19594		
CPD-21802		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18043</a>
CPD-14619		
CPD-22825		
CPD-25938		
16-HYDROXYTABERSONINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11643</a>
CPD-21809		
CPD-20260		
CPD-42		
CPD-21812		
CHLORATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02036</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01485</a>
BETA-HYDROXYANDROST-5-EN-17-ONE-3-SULFAT	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01032</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04555</a>
CPD-11662		
CPD-801	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33249</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06559</a>
CPD-12763	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12815</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12455</a>
CPD-8094		
CPD0-1498		
CPD-25586		
CPD-16697		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21144</a>
CPD-14125		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01743</a>
CPD-19233		
DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12289</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03972</a>
CPD-25588		
R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01117</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04352</a>
CPD-14126		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17582</a>
CPD-11656	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06819</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05804</a>
CPD-19533		
CPD-25590		
CPD-22669		
CPD-25584		
CPD-5944	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB42004</a>	
12-DIHYDROSANTONIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02771</a>
CPD-7862	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29247</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16301</a>
CPD-395	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33895</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01403</a>
CPD-531	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06797</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02888</a>
CPD-15284		
CPD-16846		
CALCIDIOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03550</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01561</a>
CPD-16542		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12643</a>
CPD-788		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04718</a>
CPD-7149		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12642</a>
CPD-10338		
CPD-12579		
CPD0-1473		
CPD66-42		
CPD-24065		
CPD-16509		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20809</a>
D-GALACTOSYL-13-BETA-D-GALACTOSYL-14-B		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04775</a>
CPD-16628		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20806</a>
CPD-19439		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12162</a>
QUERCETIN-33-BISSULFATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01155</a>
HYDROXYNAPHTHOQUINONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30773</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03840</a>
CPD-22470		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12819</a>
11-DEOXYCORTICOSTERONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00016</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03205</a>
CPD-13605		
CPD-20264		
CPD-373	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00867</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01685</a>
CPD-9304	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31636</a>	
BERBAMUNINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05177</a>
CPD-14757	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34448</a>	
CPD-15152		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05813</a>
CPD-7704		
CPD-14760	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32916</a>	
CPD-12482	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01982</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16360</a>
CPD-25370		
CPD-9611		
CPD0-1426		
CPD-11725		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03349</a>
CPD-16169		
ALPHA-N-DIACETYLNEURAMINYL-23-BETA-D-ETC		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04926</a>
CPD-10246		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14179</a>
CPD-20261		
CYCASIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38850</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01418</a>
CPD-16483		
CPD-19410		
CPD-22717		
CPD-13246		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21104</a>
PREPHENATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12283</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00254</a>
CPD-22714		
CPD-22326		
CPD-22718		
CPD-19246		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21414</a>
1-DEOXY-D-ALTRO-HEPTULOSE-7-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04359</a>
CPD-22715		
CPD-3521	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34127</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10521</a>
CPD-22716		
CPD-11659	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60248</a>	
ARGININE-METHYL-ESTER		
CPD-22713		
CPD-7654	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12246</a>	
CPD-24421		
CPD-6947	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04649</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13309</a>
CPD-12318		
CPD-24415		
CPD0-1359		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11256</a>
CPD-16848		
CPD-15928		
CPD-24416		
CPD6666-2		
CPD-24422		
CPD-10343		
CPD-19327		
CPD-20522		
PHENYLHYDANTOIN		
CPD-20521		
CPD-275		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04110</a>
CPD-22120		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15710</a>
CPD-10358	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38365</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12127</a>
--6-HYDROXY-3-OXO-ALPHA-IONOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01760</a>
CPD-1961	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02780</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06562</a>
CPD-16844		
CPD-338		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16590</a>
CPD-1962	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30823</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09320</a>
ALPHAALPHA-TREHALOSE-66-BISMYCOLATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04465</a>
CPD-12419		
